lsoa21cd,dependent_children,tenure,value_21,value_11,change,perc_change
E01002013,Household with dependent children,Private rented or lives rent free,43,35,8,22.86
E01002013,No dependent children in household,Private rented or lives rent free,91,117,-26,-22.22
E01002013,Household with dependent children,Rented: Social rented,10,31,-21,-67.74
E01002013,No dependent children in household,Rented: Social rented,53,86,-33,-38.37
E01002014,Household with dependent children,Owned: Owns outright,11,14,-3,-21.43
E01002014,No dependent children in household,Owned: Owns outright,113,76,37,48.68
E01002014,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,59,49,10,20.41
E01002014,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,129,173,-44,-25.43
E01002014,Household with dependent children,Private rented or lives rent free,69,60,9,15
E01002014,No dependent children in household,Private rented or lives rent free,303,278,25,8.99
E01002014,Household with dependent children,Rented: Social rented,38,49,-11,-22.45
E01002014,No dependent children in household,Rented: Social rented,111,98,13,13.27
E01002015,Household with dependent children,Owned: Owns outright,11,7,4,57.14
E01002015,No dependent children in household,Owned: Owns outright,90,79,11,13.92
E01002015,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,57,58,-1,-1.72
E01002015,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,77,77,0,0
E01002015,Household with dependent children,Private rented or lives rent free,23,12,11,91.67
E01002015,No dependent children in household,Private rented or lives rent free,109,72,37,51.39
E01002015,Household with dependent children,Rented: Social rented,63,57,6,10.53
E01002015,No dependent children in household,Rented: Social rented,200,177,23,12.99
E01002016,Household with dependent children,Owned: Owns outright,15,22,-7,-31.82
E01002016,No dependent children in household,Owned: Owns outright,96,97,-1,-1.03
E01002016,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,98,98,0,0
E01002016,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,131,144,-13,-9.03
E01002016,Household with dependent children,Private rented or lives rent free,44,42,2,4.76
E01002016,No dependent children in household,Private rented or lives rent free,196,201,-5,-2.49
E01002016,Household with dependent children,Rented: Social rented,63,85,-22,-25.88
E01002016,No dependent children in household,Rented: Social rented,232,175,57,32.57
E01002017,Household with dependent children,Owned: Owns outright,15,22,-7,-31.82
E01002017,No dependent children in household,Owned: Owns outright,93,82,11,13.41
E01002017,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,123,83,40,48.19
E01002017,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,114,160,-46,-28.75
E01002017,Household with dependent children,Private rented or lives rent free,27,32,-5,-15.62
E01002017,No dependent children in household,Private rented or lives rent free,173,230,-57,-24.78
E01002017,Household with dependent children,Rented: Social rented,23,47,-24,-51.06
E01002017,No dependent children in household,Rented: Social rented,87,95,-8,-8.42
E01002018,Household with dependent children,Owned: Owns outright,15,13,2,15.38
E01002018,No dependent children in household,Owned: Owns outright,122,86,36,41.86
E01002018,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,87,95,-8,-8.42
E01002018,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,91,102,-11,-10.78
E01002018,Household with dependent children,Private rented or lives rent free,35,30,5,16.67
E01002018,No dependent children in household,Private rented or lives rent free,66,60,6,10
E01002018,Household with dependent children,Rented: Social rented,48,78,-30,-38.46
E01002018,No dependent children in household,Rented: Social rented,133,138,-5,-3.62
E01002019,Household with dependent children,Owned: Owns outright,34,26,8,30.77
E01002019,No dependent children in household,Owned: Owns outright,189,156,33,21.15
E01002019,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,93,105,-12,-11.43
E01002019,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,110,110,0,0
E01002019,Household with dependent children,Private rented or lives rent free,27,20,7,35
E01002019,No dependent children in household,Private rented or lives rent free,65,66,-1,-1.52
E01002019,Household with dependent children,Rented: Social rented,18,7,11,157.14
E01002019,No dependent children in household,Rented: Social rented,13,13,0,0
E01002020,Household with dependent children,Owned: Owns outright,18,15,3,20
E01002020,No dependent children in household,Owned: Owns outright,140,126,14,11.11
E01002020,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,83,82,1,1.22
E01002020,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,102,111,-9,-8.11
E01002020,Household with dependent children,Private rented or lives rent free,55,42,13,30.95
E01002020,No dependent children in household,Private rented or lives rent free,195,212,-17,-8.02
E01002020,Household with dependent children,Rented: Social rented,21,50,-29,-58
E01002020,No dependent children in household,Rented: Social rented,81,68,13,19.12
E01002021,Household with dependent children,Owned: Owns outright,26,38,-12,-31.58
E01002021,No dependent children in household,Owned: Owns outright,200,180,20,11.11
E01002021,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,117,111,6,5.41
E01002021,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,78,106,-28,-26.42
E01002021,Household with dependent children,Private rented or lives rent free,20,18,2,11.11
E01002021,No dependent children in household,Private rented or lives rent free,71,90,-19,-21.11
E01002021,Household with dependent children,Rented: Social rented,6,8,-2,-25
E01002021,No dependent children in household,Rented: Social rented,51,52,-1,-1.92
E01002022,Household with dependent children,Owned: Owns outright,21,28,-7,-25
E01002022,No dependent children in household,Owned: Owns outright,200,100,100,100
E01002022,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,101,59,42,71.19
E01002022,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,113,122,-9,-7.38
E01002022,Household with dependent children,Private rented or lives rent free,106,57,49,85.96
E01002022,No dependent children in household,Private rented or lives rent free,362,470,-108,-22.98
E01002022,Household with dependent children,Rented: Social rented,15,8,7,87.5
E01002022,No dependent children in household,Rented: Social rented,64,23,41,178.26
E01002023,Household with dependent children,Owned: Owns outright,30,34,-4,-11.76
E01002023,No dependent children in household,Owned: Owns outright,211,171,40,23.39
E01002023,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,86,117,-31,-26.5
E01002023,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,83,94,-11,-11.7
E01002023,Household with dependent children,Private rented or lives rent free,39,27,12,44.44
E01002023,No dependent children in household,Private rented or lives rent free,93,108,-15,-13.89
E01002023,Household with dependent children,Rented: Social rented,6,12,-6,-50
E01002023,No dependent children in household,Rented: Social rented,44,46,-2,-4.35
E01002024,Household with dependent children,Owned: Owns outright,17,25,-8,-32
E01002024,No dependent children in household,Owned: Owns outright,123,100,23,23
E01002024,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,91,89,2,2.25
E01002024,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,81,94,-13,-13.83
E01002024,Household with dependent children,Private rented or lives rent free,21,29,-8,-27.59
E01002024,No dependent children in household,Private rented or lives rent free,94,89,5,5.62
E01002024,Household with dependent children,Rented: Social rented,17,27,-10,-37.04
E01002024,No dependent children in household,Rented: Social rented,80,81,-1,-1.23
E01002025,Household with dependent children,Owned: Owns outright,32,70,-38,-54.29
E01002025,No dependent children in household,Owned: Owns outright,200,175,25,14.29
E01002025,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,116,111,5,4.5
E01002025,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,98,92,6,6.52
E01002025,Household with dependent children,Private rented or lives rent free,40,36,4,11.11
E01002025,No dependent children in household,Private rented or lives rent free,97,159,-62,-38.99
E01002025,Household with dependent children,Rented: Social rented,2,17,-15,-88.24
E01002025,No dependent children in household,Rented: Social rented,12,10,2,20
E01002026,Household with dependent children,Owned: Owns outright,8,3,5,166.67
E01002026,No dependent children in household,Owned: Owns outright,37,24,13,54.17
E01002026,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,18,20,-2,-10
E01002026,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,54,45,9,20
E01002026,Household with dependent children,Private rented or lives rent free,35,40,-5,-12.5
E01002026,No dependent children in household,Private rented or lives rent free,104,77,27,35.06
