lower_tier_local_authorities_code,lower_tier_local_authorities,household_composition_15,ethnic_group_20,observation
E09000020,Kensington and Chelsea,"Other household types: Other, including all full-time students and all aged 66 years and over",Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,80
E09000020,Kensington and Chelsea,"Other household types: Other, including all full-time students and all aged 66 years and over","White: English, Welsh, Scottish, Northern Irish or British",1604
E09000020,Kensington and Chelsea,"Other household types: Other, including all full-time students and all aged 66 years and over",White: Irish,68
E09000020,Kensington and Chelsea,"Other household types: Other, including all full-time students and all aged 66 years and over",White: Gypsy or Irish Traveller,0
E09000020,Kensington and Chelsea,"Other household types: Other, including all full-time students and all aged 66 years and over",White: Roma,58
E09000020,Kensington and Chelsea,"Other household types: Other, including all full-time students and all aged 66 years and over",White: Other White,1514
E09000020,Kensington and Chelsea,"Other household types: Other, including all full-time students and all aged 66 years and over",Other ethnic group: Arab,90
E09000020,Kensington and Chelsea,"Other household types: Other, including all full-time students and all aged 66 years and over",Other ethnic group: Any other ethnic group,190
E09000021,Kingston upon Thames,One-person household: Aged 66 years and over,"Asian, Asian British or Asian Welsh: Bangladeshi",4
E09000021,Kingston upon Thames,One-person household: Aged 66 years and over,"Asian, Asian British or Asian Welsh: Chinese",67
E09000021,Kingston upon Thames,One-person household: Aged 66 years and over,"Asian, Asian British or Asian Welsh: Indian",184
E09000021,Kingston upon Thames,One-person household: Aged 66 years and over,"Asian, Asian British or Asian Welsh: Pakistani",39
E09000021,Kingston upon Thames,One-person household: Aged 66 years and over,"Asian, Asian British or Asian Welsh: Other Asian",176
E09000021,Kingston upon Thames,One-person household: Aged 66 years and over,"Black, Black British, Black Welsh, Caribbean or African: African",33
E09000021,Kingston upon Thames,One-person household: Aged 66 years and over,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",35
E09000021,Kingston upon Thames,One-person household: Aged 66 years and over,"Black, Black British, Black Welsh, Caribbean or African: Other Black",8
E09000021,Kingston upon Thames,One-person household: Aged 66 years and over,Mixed or Multiple ethnic groups: White and Asian,27
E09000021,Kingston upon Thames,One-person household: Aged 66 years and over,Mixed or Multiple ethnic groups: White and Black African,12
E09000021,Kingston upon Thames,One-person household: Aged 66 years and over,Mixed or Multiple ethnic groups: White and Black Caribbean,9
E09000021,Kingston upon Thames,One-person household: Aged 66 years and over,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,28
E09000021,Kingston upon Thames,One-person household: Aged 66 years and over,"White: English, Welsh, Scottish, Northern Irish or British",5487
E09000021,Kingston upon Thames,One-person household: Aged 66 years and over,White: Irish,250
E09000021,Kingston upon Thames,One-person household: Aged 66 years and over,White: Gypsy or Irish Traveller,0
E09000021,Kingston upon Thames,One-person household: Aged 66 years and over,White: Roma,4
E09000021,Kingston upon Thames,One-person household: Aged 66 years and over,White: Other White,350
E09000021,Kingston upon Thames,One-person household: Aged 66 years and over,Other ethnic group: Arab,73
E09000021,Kingston upon Thames,One-person household: Aged 66 years and over,Other ethnic group: Any other ethnic group,110
E09000021,Kingston upon Thames,One-person household: Other,"Asian, Asian British or Asian Welsh: Bangladeshi",25
E09000021,Kingston upon Thames,One-person household: Other,"Asian, Asian British or Asian Welsh: Chinese",238
E09000021,Kingston upon Thames,One-person household: Other,"Asian, Asian British or Asian Welsh: Indian",351
E09000021,Kingston upon Thames,One-person household: Other,"Asian, Asian British or Asian Welsh: Pakistani",124
E09000021,Kingston upon Thames,One-person household: Other,"Asian, Asian British or Asian Welsh: Other Asian",489
E09000021,Kingston upon Thames,One-person household: Other,"Black, Black British, Black Welsh, Caribbean or African: African",239
E09000021,Kingston upon Thames,One-person household: Other,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",135
E09000021,Kingston upon Thames,One-person household: Other,"Black, Black British, Black Welsh, Caribbean or African: Other Black",43
E09000021,Kingston upon Thames,One-person household: Other,Mixed or Multiple ethnic groups: White and Asian,148
E09000021,Kingston upon Thames,One-person household: Other,Mixed or Multiple ethnic groups: White and Black African,47
E09000021,Kingston upon Thames,One-person household: Other,Mixed or Multiple ethnic groups: White and Black Caribbean,77
E09000021,Kingston upon Thames,One-person household: Other,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,182
E09000021,Kingston upon Thames,One-person household: Other,"White: English, Welsh, Scottish, Northern Irish or British",6708
E09000021,Kingston upon Thames,One-person household: Other,White: Irish,233
E09000021,Kingston upon Thames,One-person household: Other,White: Gypsy or Irish Traveller,16
E09000021,Kingston upon Thames,One-person household: Other,White: Roma,31
E09000021,Kingston upon Thames,One-person household: Other,White: Other White,1252
E09000021,Kingston upon Thames,One-person household: Other,Other ethnic group: Arab,168
E09000021,Kingston upon Thames,One-person household: Other,Other ethnic group: Any other ethnic group,316
E09000021,Kingston upon Thames,Single family household: All aged 66 years and over,"Asian, Asian British or Asian Welsh: Bangladeshi",4
E09000021,Kingston upon Thames,Single family household: All aged 66 years and over,"Asian, Asian British or Asian Welsh: Chinese",75
E09000021,Kingston upon Thames,Single family household: All aged 66 years and over,"Asian, Asian British or Asian Welsh: Indian",178
E09000021,Kingston upon Thames,Single family household: All aged 66 years and over,"Asian, Asian British or Asian Welsh: Pakistani",34
E09000021,Kingston upon Thames,Single family household: All aged 66 years and over,"Asian, Asian British or Asian Welsh: Other Asian",161
E09000021,Kingston upon Thames,Single family household: All aged 66 years and over,"Black, Black British, Black Welsh, Caribbean or African: African",9
E09000021,Kingston upon Thames,Single family household: All aged 66 years and over,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",15
E09000021,Kingston upon Thames,Single family household: All aged 66 years and over,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1
E09000021,Kingston upon Thames,Single family household: All aged 66 years and over,Mixed or Multiple ethnic groups: White and Asian,16
E09000021,Kingston upon Thames,Single family household: All aged 66 years and over,Mixed or Multiple ethnic groups: White and Black African,3
E09000021,Kingston upon Thames,Single family household: All aged 66 years and over,Mixed or Multiple ethnic groups: White and Black Caribbean,5
E09000021,Kingston upon Thames,Single family household: All aged 66 years and over,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,12
E09000021,Kingston upon Thames,Single family household: All aged 66 years and over,"White: English, Welsh, Scottish, Northern Irish or British",3289
E09000021,Kingston upon Thames,Single family household: All aged 66 years and over,White: Irish,116
E09000021,Kingston upon Thames,Single family household: All aged 66 years and over,White: Gypsy or Irish Traveller,1
E09000021,Kingston upon Thames,Single family household: All aged 66 years and over,White: Roma,1
E09000021,Kingston upon Thames,Single family household: All aged 66 years and over,White: Other White,212
E09000021,Kingston upon Thames,Single family household: All aged 66 years and over,Other ethnic group: Arab,60
