lower_tier_local_authorities_code,lower_tier_local_authorities,household_composition_15,national_statistics_socio-economic_classification_ns-sec_10,observation
E09000016,Havering,Other household types: With dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",871
E09000016,Havering,Other household types: With dependent children,L7: Intermediate occupations,390
E09000016,Havering,Other household types: With dependent children,L8 and L9: Small employers and own account workers,1128
E09000016,Havering,Other household types: With dependent children,L10 and L11: Lower supervisory and technical occupations,252
E09000016,Havering,Other household types: With dependent children,L12: Semi-routine occupations,407
E09000016,Havering,Other household types: With dependent children,L13: Routine occupations,433
E09000016,Havering,Other household types: With dependent children,L14.1 and L14.2: Never worked and long-term unemployed,134
E09000016,Havering,Other household types: With dependent children,L15: Full-time students,103
E09000016,Havering,"Other household types: Other, including all full-time students and all aged 66 years and over","L1, L2 and L3: Higher managerial, administrative and professional occupations",503
E09000016,Havering,"Other household types: Other, including all full-time students and all aged 66 years and over","L4, L5 and L6: Lower managerial, administrative and professional occupations",846
E09000016,Havering,"Other household types: Other, including all full-time students and all aged 66 years and over",L7: Intermediate occupations,364
E09000016,Havering,"Other household types: Other, including all full-time students and all aged 66 years and over",L8 and L9: Small employers and own account workers,694
E09000016,Havering,"Other household types: Other, including all full-time students and all aged 66 years and over",L10 and L11: Lower supervisory and technical occupations,235
E09000016,Havering,"Other household types: Other, including all full-time students and all aged 66 years and over",L12: Semi-routine occupations,394
E09000016,Havering,"Other household types: Other, including all full-time students and all aged 66 years and over",L13: Routine occupations,414
E09000016,Havering,"Other household types: Other, including all full-time students and all aged 66 years and over",L14.1 and L14.2: Never worked and long-term unemployed,169
E09000016,Havering,"Other household types: Other, including all full-time students and all aged 66 years and over",L15: Full-time students,49
E09000017,Hillingdon,One-person household: Aged 66 years and over,"L1, L2 and L3: Higher managerial, administrative and professional occupations",837
E09000017,Hillingdon,One-person household: Aged 66 years and over,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1977
E09000017,Hillingdon,One-person household: Aged 66 years and over,L7: Intermediate occupations,2055
E09000017,Hillingdon,One-person household: Aged 66 years and over,L8 and L9: Small employers and own account workers,940
E09000017,Hillingdon,One-person household: Aged 66 years and over,L10 and L11: Lower supervisory and technical occupations,552
E09000017,Hillingdon,One-person household: Aged 66 years and over,L12: Semi-routine occupations,1445
E09000017,Hillingdon,One-person household: Aged 66 years and over,L13: Routine occupations,1387
E09000017,Hillingdon,One-person household: Aged 66 years and over,L14.1 and L14.2: Never worked and long-term unemployed,1937
E09000017,Hillingdon,One-person household: Aged 66 years and over,L15: Full-time students,13
E09000017,Hillingdon,One-person household: Other,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2740
E09000017,Hillingdon,One-person household: Other,"L4, L5 and L6: Lower managerial, administrative and professional occupations",3565
E09000017,Hillingdon,One-person household: Other,L7: Intermediate occupations,1825
E09000017,Hillingdon,One-person household: Other,L8 and L9: Small employers and own account workers,1650
E09000017,Hillingdon,One-person household: Other,L10 and L11: Lower supervisory and technical occupations,789
E09000017,Hillingdon,One-person household: Other,L12: Semi-routine occupations,1357
E09000017,Hillingdon,One-person household: Other,L13: Routine occupations,1483
E09000017,Hillingdon,One-person household: Other,L14.1 and L14.2: Never worked and long-term unemployed,1643
E09000017,Hillingdon,One-person household: Other,L15: Full-time students,435
E09000017,Hillingdon,Single family household: All aged 66 years and over,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1099
E09000017,Hillingdon,Single family household: All aged 66 years and over,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1310
E09000017,Hillingdon,Single family household: All aged 66 years and over,L7: Intermediate occupations,760
E09000017,Hillingdon,Single family household: All aged 66 years and over,L8 and L9: Small employers and own account workers,913
E09000017,Hillingdon,Single family household: All aged 66 years and over,L10 and L11: Lower supervisory and technical occupations,476
E09000017,Hillingdon,Single family household: All aged 66 years and over,L12: Semi-routine occupations,512
E09000017,Hillingdon,Single family household: All aged 66 years and over,L13: Routine occupations,673
E09000017,Hillingdon,Single family household: All aged 66 years and over,L14.1 and L14.2: Never worked and long-term unemployed,778
