date,geography_code,c2021_eastat_10_name,c2021_fam_swg_6_name,obs_value
2021,E09000018,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000018,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple: One person in generation 1 working,38
2021,E09000018,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple: No people in generation 1 working,12
2021,E09000018,Economically active and a full-time student: Unemployed,In a couple family: Child of one or both members of couple,538
2021,E09000018,Economically active and a full-time student: Unemployed,In a lone parent family,274
2021,E09000018,Economically active and a full-time student: Unemployed,In a lone parent family: Parent,33
2021,E09000018,Economically active and a full-time student: Unemployed,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000018,Economically active and a full-time student: Unemployed,In a lone parent family: Parent: No people in generation 1 working,33
2021,E09000018,Economically active and a full-time student: Unemployed,In a lone parent family: Child of parent,241
2021,E09000018,Economically inactive,In a couple family,19076
2021,E09000018,Economically inactive,In a couple family: Member of a couple,12120
2021,E09000018,Economically inactive,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000018,Economically inactive,In a couple family: Member of a couple: One person in generation 1 working,8434
2021,E09000018,Economically inactive,In a couple family: Member of a couple: No people in generation 1 working,3686
2021,E09000018,Economically inactive,In a couple family: Child of one or both members of couple,6956
2021,E09000018,Economically inactive,In a lone parent family,6631
2021,E09000018,Economically inactive,In a lone parent family: Parent,3576
2021,E09000018,Economically inactive,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000018,Economically inactive,In a lone parent family: Parent: No people in generation 1 working,3576
2021,E09000018,Economically inactive,In a lone parent family: Child of parent,3055
2021,E09000018,Economically inactive: Retired,In a couple family,567
2021,E09000018,Economically inactive: Retired,In a couple family: Member of a couple,566
2021,E09000018,Economically inactive: Retired,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000018,Economically inactive: Retired,In a couple family: Member of a couple: One person in generation 1 working,170
2021,E09000018,Economically inactive: Retired,In a couple family: Member of a couple: No people in generation 1 working,396
2021,E09000018,Economically inactive: Retired,In a couple family: Child of one or both members of couple,1
2021,E09000018,Economically inactive: Retired,In a lone parent family,104
2021,E09000018,Economically inactive: Retired,In a lone parent family: Parent,102
2021,E09000018,Economically inactive: Retired,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000018,Economically inactive: Retired,In a lone parent family: Parent: No people in generation 1 working,102
2021,E09000018,Economically inactive: Retired,In a lone parent family: Child of parent,2
2021,E09000018,Economically inactive: Student,In a couple family,7029
2021,E09000018,Economically inactive: Student,In a couple family: Member of a couple,519
2021,E09000018,Economically inactive: Student,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000018,Economically inactive: Student,In a couple family: Member of a couple: One person in generation 1 working,376
2021,E09000018,Economically inactive: Student,In a couple family: Member of a couple: No people in generation 1 working,143
2021,E09000018,Economically inactive: Student,In a couple family: Child of one or both members of couple,6510
2021,E09000018,Economically inactive: Student,In a lone parent family,3007
2021,E09000018,Economically inactive: Student,In a lone parent family: Parent,289
2021,E09000018,Economically inactive: Student,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000018,Economically inactive: Student,In a lone parent family: Parent: No people in generation 1 working,289
2021,E09000018,Economically inactive: Student,In a lone parent family: Child of parent,2718
2021,E09000018,Economically inactive: Looking after home or family,In a couple family,8474
2021,E09000018,Economically inactive: Looking after home or family,In a couple family: Member of a couple,8382
