lower_tier_local_authorities_code,lower_tier_local_authorities,household_composition_15,religion_10,observation
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: No children,Christian,1764
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: No children,Buddhist,43
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: No children,Hindu,30
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: No children,Jewish,74
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: No children,Muslim,99
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: No children,Sikh,13
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: No children,Other religion,15
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: No children,Not answered,396
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: With dependent children,No religion,242
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: With dependent children,Christian,437
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: With dependent children,Buddhist,10
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: With dependent children,Hindu,5
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: With dependent children,Jewish,18
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: With dependent children,Muslim,83
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: With dependent children,Sikh,1
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: With dependent children,Other religion,9
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: With dependent children,Not answered,73
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: All children non-dependent,No religion,41
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: All children non-dependent,Christian,116
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: All children non-dependent,Buddhist,3
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: All children non-dependent,Hindu,1
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: All children non-dependent,Jewish,1
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: All children non-dependent,Muslim,11
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: All children non-dependent,Sikh,0
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: All children non-dependent,Other religion,1
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: All children non-dependent,Not answered,10
E09000020,Kensington and Chelsea,Single family household: Lone parent family: With dependent children,No religion,707
E09000020,Kensington and Chelsea,Single family household: Lone parent family: With dependent children,Christian,1668
E09000020,Kensington and Chelsea,Single family household: Lone parent family: With dependent children,Buddhist,49
E09000020,Kensington and Chelsea,Single family household: Lone parent family: With dependent children,Hindu,20
E09000020,Kensington and Chelsea,Single family household: Lone parent family: With dependent children,Jewish,41
E09000020,Kensington and Chelsea,Single family household: Lone parent family: With dependent children,Muslim,582
E09000020,Kensington and Chelsea,Single family household: Lone parent family: With dependent children,Sikh,10
E09000020,Kensington and Chelsea,Single family household: Lone parent family: With dependent children,Other religion,34
E09000020,Kensington and Chelsea,Single family household: Lone parent family: With dependent children,Not answered,295
E09000020,Kensington and Chelsea,Single family household: Lone parent family: All children non-dependent,No religion,603
E09000020,Kensington and Chelsea,Single family household: Lone parent family: All children non-dependent,Christian,1737
E09000020,Kensington and Chelsea,Single family household: Lone parent family: All children non-dependent,Buddhist,40
E09000020,Kensington and Chelsea,Single family household: Lone parent family: All children non-dependent,Hindu,23
E09000020,Kensington and Chelsea,Single family household: Lone parent family: All children non-dependent,Jewish,45
E09000020,Kensington and Chelsea,Single family household: Lone parent family: All children non-dependent,Muslim,498
E09000020,Kensington and Chelsea,Single family household: Lone parent family: All children non-dependent,Sikh,4
E09000020,Kensington and Chelsea,Single family household: Lone parent family: All children non-dependent,Other religion,24
E09000020,Kensington and Chelsea,Single family household: Lone parent family: All children non-dependent,Not answered,291
E09000020,Kensington and Chelsea,Other household types: Other related household: Other family composition,No religion,419
E09000020,Kensington and Chelsea,Other household types: Other related household: Other family composition,Christian,570
E09000020,Kensington and Chelsea,Other household types: Other related household: Other family composition,Buddhist,18
E09000020,Kensington and Chelsea,Other household types: Other related household: Other family composition,Hindu,12
E09000020,Kensington and Chelsea,Other household types: Other related household: Other family composition,Jewish,18
E09000020,Kensington and Chelsea,Other household types: Other related household: Other family composition,Muslim,174
E09000020,Kensington and Chelsea,Other household types: Other related household: Other family composition,Sikh,11
E09000020,Kensington and Chelsea,Other household types: Other related household: Other family composition,Other religion,12
E09000020,Kensington and Chelsea,Other household types: Other related household: Other family composition,Not answered,153
